f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,class
10.034,7.12615,1.58958,11.7698,5.63964,7.76038,15.4015,10.6303,1.95703,6.47453,B
5.32601,1.83019,13.0158,5.43847,2.89455,1.99896,0.850221,2.16928,4.29766,4.99125,NB
0.836165,0.277699,0.811307,0.854685,0.382512,0.49166,0.296184,0.534165,6.52288,1.39155,NB
4.88975,0.861523,4.40529,1.38707,1.42719,2.79069,2.58202,1.80637,2.61208,2.37817,NB
0.763455,0.776246,2.66336,0.84991,1.10253,1.258,0.480863,0.986778,2.52755,1.62423,NB
6.30759,1.63558,3.9464,6.66798,3.59529,4.25875,2.44264,2.40578,1.5848,9.91315,NB
4.88975,6.38489,4.31535,5.62946,5.82768,6.57394,6.75995,6.38551,2.91603,5.24406,B
0.836165,0.533532,4.96146,0.990766,0.993245,0.897915,0.289214,0.795131,2.63646,2.55044,NB
4.10811,1.37975,4.44567,3.7482,2.20185,3.93328,4.71106,3.12344,1.99116,2.91734,B
11.0701,7.76464,1.9475,16.9815,10.7425,4.8889,1.39032,5.03583,2.75024,20.5534,B
13.9785,23.1256,2.28157,11.0011,16.6569,17.1919,14.7604,13.819,3.00381,16.8732,B
21.7403,4.14362,7.81939,7.99059,5.7875,8.17125,10.1922,7.25404,2.8689,5.78323,B
5.58049,2.18223,8.6931,1.39185,1.99774,1.24415,0.543584,1.77375,3.46868,3.51244,NB
13.5422,25.3581,3.94273,5.42176,14.1513,23.8305,26.9875,26.7042,5.52649,6.35596,B
0.0181775,1.11517,4.41447,2.43036,2.07328,1.50268,0.519192,1.56987,2.51943,2.33119,NB
4.38078,7.97456,2.20448,6.31942,7.62291,10.1679,14.9764,8.37538,2.17646,5.28209,NB
3.96269,1.27698,2.05947,3.49514,1.31468,3.17155,7.41156,3.38033,1.5978,1.98666,NB
0.708922,0.268953,0.651616,0.971667,0.40662,0.415487,0.240431,0.574941,9.02118,1.37589,NB
5.05334,9.59921,4.78525,2.98901,8.48758,5.43827,1.40426,6.31212,3.03307,2.97104,NB
4.16265,7.45852,10.156,3.83892,9.90834,15.7885,26.775,10.0676,17.2329,8.931,B
12.5425,2.86883,2.83774,10.3398,5.48374,3.07461,0.874613,3.10713,2.4219,5.36039,B
11.8335,6.24714,6.98789,2.05315,7.46219,5.44519,1.19519,4.7137,3.13709,3.28648,NB
21.0677,6.83533,13.9464,4.45248,6.68753,9.38078,12.262,9.39885,4.33016,7.29112,B
1.07247,5.12978,1.3583,8.65906,3.08742,5.12896,10.356,6.22241,1.47752,4.904,B
11.4155,39.4923,1.73458,24.9792,19.1963,22.7918,19.3356,26.2067,4.30578,20.6317,B
0.963407,0.293005,2.23752,0.592072,0.467693,0.632464,0.487832,0.7462,2.0383,1.84124,B
3.92634,25.5286,3.72247,7.63726,17.6791,14.9114,10.8786,13.6966,2.24473,8.18601,NB
3.87181,3.19682,4.90639,3.17284,4.77175,5.83298,4.98634,4.30186,1.81074,3.40058,B
18.741,26.025,7.20632,13.3145,11.2198,26.7897,49.5637,30.4148,2.62996,9.39635,B
0.836165,0.323618,3.10022,0.728154,0.801989,0.916381,0.32406,0.835907,2.32763,1.8211,NB
4.58073,6.94248,1.9732,9.94825,8.5374,5.75681,1.31715,4.55875,2.34226,3.88159,NB
10.4884,6.59918,2.79919,17.7765,3.68368,7.50417,18.9383,8.56702,13.956,6.28213,NB
1.96317,6.43956,1.17841,7.67068,6.1009,6.61548,10.1852,5.79834,1.68395,5.36263,NB
2.76298,3.19682,2.53121,3.47365,1.87881,4.29337,8.08058,4.03682,1.393,2.56833,B
0.65439,0.194608,0.543319,0.546712,0.261972,0.334698,0.195133,0.379216,4.50084,0.903839,NB
1.41784,7.77776,2.14574,2.02689,6.17322,5.80298,2.92699,4.96651,3.3549,2.00679,B
5.88951,15.7545,3.85463,4.04185,16.2776,7.06098,2.4078,8.78721,4.90882,3.68471,NB
7.32553,1.44316,7.58077,1.40617,2.08935,1.38034,0.473894,2.10812,3.91893,3.0829,B
2.78116,2.22159,5.64061,3.28743,3.53904,2.97766,3.50193,3.10305,4.26027,3.81894,NB
1.96317,2.5802,1.4978,11.82,3.10349,1.74736,0.937334,2.68306,1.83999,4.41852,B
18.8864,17.998,2.84141,12.8227,12.242,13.6695,16.3842,15.2013,1.99441,6.42979,B
2.94475,8.87763,2.55874,10.7767,6.90128,7.53186,5.64491,5.43135,2.99893,5.38948,B
1.99952,0.607877,4.42915,1.19369,1.09771,1.29032,0.522677,1.34968,1.86438,2.21262,B
6.9438,2.74857,13.8234,2.00779,3.9119,7.00327,8.24087,4.49351,3.61335,2.60637,NB
2.99929,0.417642,3.41226,0.806937,0.818061,1.09412,0.42511,1.11318,2.34063,1.96428,NB
0.781632,0.352044,3.07452,0.900046,0.503051,0.459344,0.337998,0.941924,4.3838,2.18129,NB
2.52667,7.2661,1.55837,25.4687,5.75857,6.93633,11.8648,8.72605,2.03505,11.1906,NB
2.49032,0.157436,1.02607,0.525226,0.303759,0.574758,0.243916,0.562708,3.00543,1.4184,B
1.38149,0.25146,2.85977,0.852298,0.475729,0.489352,0.2474,1.06425,2.62833,2.65782,NB
3.54461,0.220847,1.01138,0.503739,0.387333,0.581682,0.2474,0.619794,2.14233,1.24166,B
6.32577,7.79307,7.09986,11.7961,8.36865,8.42285,9.01095,8.31421,2.22035,4.89729,NB
0.636212,0.277699,1.79148,0.675631,0.45805,0.623231,0.268307,0.668725,2.59907,1.72938,NB
9.37959,0.505106,21.2684,1.98153,2.46222,3.59166,2.88169,1.40269,5.09249,3.26635,NB
0.527147,0.323618,1.92731,0.678018,0.464478,0.604765,0.205586,0.562708,2.49667,1.54145,B
30.5564,11.8842,11.5235,6.13798,11.0382,12.7416,16.0915,13.2685,2.75187,5.08969,B
7.88903,8.2129,4.61638,8.72591,14.9967,6.91787,1.61333,7.12356,1.95703,7.91083,B
2.19948,0.378283,3.02497,1.11014,1.39665,1.08488,0.411172,1.06425,3.6166,2.24617,NB
0.836165,2.70702,2.01726,1.45869,4.25584,3.32852,0.850221,2.61374,3.25087,2.12536,NB
1.47238,1.27479,7.61564,1.8932,2.30793,1.62733,0.648119,1.60657,4.24239,3.0471,NB
1.21789,0.321431,5.0514,0.806937,0.670199,0.607073,0.271792,1.08872,2.33738,2.46766,B
4.0354,0.441695,7.36418,1.2868,0.718415,0.674013,0.428595,1.28036,3.06557,3.065,NB
4.87157,3.56636,7.12005,1.70698,6.31626,4.21258,1.26488,3.82071,2.63971,3.26411,NB
39.5906,19.9528,3.1406,13.1497,10.4885,21.8546,30.27,21.7295,2.16508,5.24406,B
6.36212,19.3165,3.62335,3.37338,10.7859,9.22613,5.15359,9.01148,3.19886,3.85474,NB
3.85363,0.854963,8.36638,1.43482,2.68562,1.76121,0.644635,1.79006,3.77101,2.75179,NB
6.96198,4.12613,4.48789,4.61721,3.50046,4.75733,9.1782,5.60669,2.2431,5.86153,B
2.49032,2.53428,1.58958,5.95892,4.4696,3.32159,0.89552,3.00926,2.41215,3.93752,NB
15.2691,3.70411,4.39428,3.84608,7.60523,6.14691,6.58224,5.9329,1.95052,6.17474,B
16.2143,8.4578,2.10536,9.86469,9.89709,8.7991,10.0807,8.8443,2.4219,9.23527,B
4.10811,2.07072,3.20668,0.861847,2.49918,2.59218,0.728263,1.44755,1.56855,1.54816,B
11.8699,0.642863,10.8168,1.32978,1.59916,1.04564,0.543584,1.98171,2.3065,3.43414,NB
7.92539,5.73547,5.71036,3.46649,4.73639,7.39568,11.0738,6.72395,3.33702,2.84351,NB
21.2858,13.0956,2.03745,12.4646,12.6727,12.7993,19.9314,13.5743,2.48692,8.56857,B
17.0505,15.4112,2.61013,19.4047,10.2378,11.2528,16.3284,13.6966,2.27236,7.34481,B
6.03493,2.60644,6.5235,8.01446,3.2626,4.07639,6.98645,3.64945,2.83476,4.25073,B
1.14518,0.205541,1.18392,0.678018,0.282866,0.447803,0.28573,0.587174,6.57814,1.6645,NB
8.10716,3.29084,2.95705,5.12334,4.2012,4.56575,4.41488,3.96342,2.80876,2.92182,B
2.41761,5.812,2.21182,3.13225,5.76339,8.67676,10.0005,5.83096,2.93229,5.43422,NB
5.90769,6.28868,1.87041,10.2538,8.51972,7.00327,2.94441,5.53737,1.75547,7.10543,NB
2.54485,1.0124,4.2768,0.892883,1.45612,1.52115,0.39375,1.19473,1.66445,1.91283,B
0.07271,1.18077,2.58627,0.797388,2.13917,2.01742,0.592367,1.23551,3.32564,1.57948,NB
0.963407,0.185862,1.12151,0.506126,0.308581,0.383172,0.21604,0.460768,2.78112,1.36694,NB
2.43578,5.54305,3.33884,3.85563,3.89905,7.40953,11.1853,6.43444,3.75964,3.76749,B
8.27076,2.32218,12.768,2.08419,6.17001,3.407,1.23352,3.22945,4.66175,4.12544,NB
1.16336,5.03357,1.40786,9.59014,5.22819,5.32978,6.10138,5.0766,1.85137,5.13667,B
6.32577,10.8325,1.40969,15.8523,9.88102,7.67729,6.23031,6.67094,2.88678,11.8394,NB
4.21718,4.01242,1.57856,3.25162,4.98229,3.72785,1.03838,3.21314,1.93102,2.89721,NB
11.4882,5.64145,5.93429,10.2849,6.12983,5.05048,5.56128,5.72086,3.33702,7.26651,NB
3.21742,0.273326,1.48862,0.606397,0.511087,0.547059,0.243916,0.697269,2.36339,1.4967,NB
5.6532,5.96725,10.9912,4.51933,3.89101,6.2854,10.6765,7.71889,4.64387,5.40961,NB
1.25425,0.448254,1.95852,1.03613,1.01735,0.830975,0.348451,0.88076,3.89455,2.02021,NB
7.97992,1.05832,1.43723,3.27072,0.962708,1.85584,4.2964,2.24268,3.24112,2.02916,B
1.4542,1.77115,2.23936,1.23905,3.50368,2.83455,0.745686,1.83492,2.89815,1.91059,NB
2.09041,8.85795,2.21366,13.6296,4.14977,7.99121,20.3286,10.6344,2.49505,6.54836,B
8.5616,2.92349,5.26432,1.30351,3.60011,2.93842,0.770077,2.45063,2.09519,2.43186,B
5.10788,6.45705,2.83958,9.49703,5.92732,8.96068,18.4156,10.0961,2.43328,7.52379,NB
0.490792,0.170555,0.653451,0.747253,0.282866,0.313924,0.202102,0.391449,4.2684,1.27298,B
5.27147,9.41116,2.8616,2.71924,9.18189,10.4587,11.6383,7.24588,2.23498,3.72498,NB
0.636212,0.216474,1.22797,0.69473,0.372868,0.473194,0.320575,0.579018,3.65723,1.28417,NB
9.27052,12.3937,3.20852,12.2712,11.17,11.4097,19.9175,14.4306,1.7766,6.35372,B
4.27171,0.778432,4.03268,1.15311,1.70041,1.56039,0.526161,1.7289,1.5848,2.18577,B
14.5784,9.67355,2.1953,29.5941,14.5451,6.26232,1.57151,7.71481,3.05095,18.0634,B
1.59962,0.60569,5.6608,1.11491,1.26647,1.32264,0.672511,1.42716,2.75999,2.02021,NB
7.77997,3.25149,8.59399,3.04153,5.12694,3.28466,1.67953,3.8941,3.74988,3.97555,B
10.1976,4.23327,2.15859,14.6538,5.02087,2.41675,0.651604,3.33955,2.4918,3.93528,B
5.36236,8.33316,1.68869,17.7598,7.43005,7.58034,13.2864,9.45594,1.97003,8.96009,B
19.9771,29.7422,7.17511,11.6385,15.4982,18.6554,25.0711,27.8989,2.63321,12.4613,B
1.81775,1.27261,3.4398,1.1746,2.29828,1.74736,0.442533,1.37007,2.6072,1.77636,NB
2.78116,4.87176,4.61638,3.22775,4.75407,7.58957,11.8229,5.48436,2.42678,5.26195,NB
3.52643,9.84192,2.13289,10.144,6.70681,8.56597,12.2481,7.72704,2.62183,4.14782,B
7.59819,1.49345,6.1931,2.34919,2.9508,1.74736,0.784015,2.17744,3.24437,2.90392,NB
1.41784,7.8696,1.7768,2.69775,5.25552,3.85711,0.85719,3.64537,3.39879,1.707,NB
2.5812,1.52844,1.35646,2.10568,1.95274,2.98228,4.06991,2.07957,2.54543,2.13208,NB
2.56303,4.98984,3.63436,1.86455,3.64029,6.42621,9.74618,4.89311,2.55681,3.60193,NB
7.271,1.12829,12.3091,9.05298,2.99902,4.13872,3.77024,2.08365,4.16762,3.50126,B
13.4513,13.2465,6.69604,8.93361,9.11599,11.4028,14.2795,11.5437,3.20699,6.66469,B
2.39943,0.778432,3.5022,0.995541,1.10575,1.66195,2.82594,1.35376,2.78437,2.04706,NB
5.99857,1.56561,1.12702,11.1563,2.40436,1.44728,0.825829,1.98579,9.99319,2.93524,B
8.01628,3.06344,2.33113,8.92645,3.90548,6.12152,11.2968,5.77795,1.85787,4.59079,NB
6.18035,6.28868,6.50881,6.84703,4.77657,8.51749,15.074,8.86877,2.46904,4.13216,NB
0.036355,0.395776,1.14354,1.0982,0.493408,0.674013,0.379812,0.7462,7.74358,1.70924,NB
2.96293,3.51825,11.5969,1.73563,6.24876,2.40752,0.794469,3.0215,4.9137,4.66909,NB
9.94309,8.54307,5.70485,4.37608,5.24748,5.47059,6.94463,8.73013,3.81978,3.3894,NB
3.18106,5.59115,1.81902,11.8128,5.17998,6.29925,10.9762,6.87482,2.34388,6.11881,B
2.59938,3.71286,9.163,1.76906,4.96622,5.31824,3.70055,3.64537,3.05257,3.02473,NB
3.72639,2.33092,4.22724,2.1773,3.12438,3.74631,3.2162,3.44557,2.28862,2.5482,B
2.72662,0.697528,1.4464,1.95288,1.1845,0.94408,0.271792,1.27221,1.53279,2.00679,B
1.03612,1.28791,1.84655,1.16743,2.86241,2.68913,0.658573,1.41493,2.37639,1.73161,NB
1.41784,0.448254,5.46439,1.20086,0.925742,1.08719,0.64115,1.23143,2.57469,2.52359,NB
3.41737,1.17858,1.50147,5.3,3.79779,1.80275,0.526161,2.11627,2.01392,4.77424,NB
0.981585,0.35423,1.03524,0.685181,0.617162,0.736336,0.327544,0.819596,3.52395,1.25285,NB
0.0545325,0.223034,0.572688,0.508514,0.271615,0.420104,0.243916,0.362906,1.17194,0.62866,NB
3.03564,6.87469,2.44126,11.5669,7.31433,6.32695,7.81924,6.28357,2.09844,10.6917,B
7.01651,5.3069,6.35647,11.5263,4.72514,4.52189,9.4953,5.97775,3.82465,8.03835,B
12.2516,6.79598,3.39941,2.70014,7.29022,4.93045,0.972179,5.37019,2.17321,2.71823,B
6.83474,1.65963,2.52203,6.59874,2.64222,1.29494,0.540099,1.77375,3.31752,3.72051,B
5.76227,5.54742,5.17989,6.16424,4.92283,5.1959,6.39756,4.25701,2.03342,8.96904,B
5.67138,4.36009,5.86087,3.03915,3.20635,6.537,10.7114,5.66786,2.34713,3.72274,B
6.52572,7.90459,1.95301,19.567,4.73479,6.80014,14.743,10.459,2.41215,11.1034,B
1.76322,8.33753,1.64097,7.8569,6.46573,7.95428,12.3038,7.76782,2.07081,5.59754,B
9.16146,2.71358,4.22724,1.59239,4.64157,4.03484,0.850221,3.46595,2.51943,2.77863,NB
2.30854,7.36012,2.7478,3.78879,6.7052,8.9953,14.7534,7.6251,2.75837,5.02257,NB
6.58025,0.771872,10.3102,1.69505,1.9447,2.22055,0.860674,2.42209,3.03307,3.05605,B
1.18154,0.406709,1.29589,1.27248,0.573767,0.523976,0.243916,0.738044,11.1863,1.87256,NB
17.6503,0.699714,11.072,1.33216,1.73255,1.77275,0.822345,1.98579,2.22685,3.36479,NB
2.16312,0.402336,3.19383,0.728154,1.00128,1.05026,0.383296,0.888915,2.48204,1.55487,NB
7.16193,5.80544,5.81131,4.81775,2.97491,9.08071,13.391,5.95736,2.17646,4.44089,NB
14.1057,2.00293,9.84215,7.37703,3.51654,3.12539,2.78413,3.82071,2.43328,4.77871,B
1.65415,1.27042,1.59875,1.33933,2.16489,1.73812,0.508739,1.36599,2.11632,1.68239,NB
3.4719,7.47382,1.66483,11.6361,5.13658,6.10767,9.30016,7.01754,2.19434,5.95102,B
7.58002,0.467934,3.8069,0.799775,0.834133,1.18414,0.428595,1.2926,1.34261,2.00455,B
1.54509,6.47892,6.47945,1.81203,5.0498,3.19233,0.693418,3.3477,3.35003,2.50122,NB
6.5439,3.1181,1.63363,14.7541,5.86786,3.68861,1.07671,3.40071,2.18134,8.84823,NB
2.70845,5.64582,2.97541,3.76252,3.84762,5.50983,9.44651,6.21833,2.96967,4.16124,B
6.92563,1.44316,2.15859,5.04694,2.81259,2.86225,1.6656,2.42617,2.6966,3.5639,NB
0.981585,0.570705,3.37188,0.911982,0.708772,0.674013,0.334513,0.929691,1.63031,2.09404,B
3.92634,14.694,2.5514,3.18,9.57886,12.557,10.457,12.6079,2.19922,2.63993,NB
6.59843,0.719394,5.08444,1.48734,1.92059,2.07051,1.4635,1.50055,2.85427,2.57505,B
8.03445,2.24565,7.2724,2.46617,2.25168,4.29106,7.72516,4.13876,2.8819,3.27306,B
15.1055,3.02626,7.89097,7.46536,4.71389,4.39032,5.59613,5.12961,3.46543,5.15457,B
2.52667,1.83238,1.6685,1.08149,2.65347,2.85994,0.905973,2.02656,1.90989,1.68463,NB
23.3217,8.34847,5.14501,6.85181,8.8283,5.60908,4.84696,8.0614,2.25123,5.35368,B
16.2689,8.32004,10.0918,5.22838,7.33201,11.5344,20.4576,10.5406,3.23462,4.60197,B
1.50873,0.72814,2.32012,1.53987,1.14271,1.94356,2.92699,1.85123,2.71936,2.05601,NB
3.92634,4.62249,1.78231,1.72369,6.24394,3.92866,0.881582,3.07858,2.799,1.94191,NB
3.16288,4.68809,2.77717,1.72369,6.70681,4.09024,0.81886,3.75954,2.60395,2.32671,NB
1.27242,2.10789,6.79883,1.75951,4.01477,2.41906,0.574944,1.92462,3.38253,2.97551,NB
3.96269,12.3631,1.77129,28.3049,11.3998,6.44698,3.20924,7.80451,2.38452,8.95785,B
7.90721,1.94608,12.9222,2.61419,4.63193,3.19464,1.97223,4.13876,3.56296,4.23731,NB
1.90864,0.664729,3.16263,2.22982,1.02539,0.895606,0.484347,1.34561,1.63682,2.31105,B
0.708922,0.205541,0.703011,0.422568,0.263579,0.39933,0.174226,0.505622,1.73759,1.1119,B
5.85315,1.74929,29.8825,3.5214,4.51782,9.17766,10.8717,4.61584,6.22542,4.9219,B
6.92563,5.10135,5.11564,3.65032,9.87459,5.68756,1.16383,4.91758,3.33215,3.92186,NB
2.10859,34.719,2.50734,4.79388,16.6859,8.34207,2.21267,13.7252,6.20592,3.03144,NB
4.12629,9.16188,8.18099,13.2763,9.90352,4.12487,1.13595,6.569,3.12246,5.517,NB
2.87204,5.0445,1.65198,9.97928,4.22209,3.26158,3.80857,3.89002,2.1277,4.11202,B
1.39967,4.33386,1.82085,1.75473,4.72032,7.32412,6.96206,4.66069,1.96515,2.2417,B
1.47238,3.02845,2.36784,1.35604,5.03855,3.14616,0.686449,2.49549,3.22974,2.0493,NB
1.81775,0.356417,2.65419,0.744865,0.768238,0.810201,0.341482,0.929691,1.72621,1.74727,B
1.03612,0.205541,0.998532,1.0982,0.356797,0.461653,0.278761,0.701346,11.2058,1.65107,NB
7.92539,3.20557,3.04883,5.94699,5.21855,5.1105,4.40094,3.99196,2.82826,4.6579,B
1.76322,1.992,5.59839,1.32739,3.25778,2.39136,0.790984,1.83084,2.95504,2.44081,NB
0.79981,0.428575,0.747064,0.933469,0.491801,0.5586,0.358905,0.607561,6.67567,1.5325,NB
1.30878,5.46433,1.68869,5.27852,5.87429,3.28928,0.742201,3.04596,2.19922,2.45424,NB
10.0885,18.35,3.84912,6.74437,13.105,6.89709,2.02102,10.8505,3.33215,4.01358,NB
7.12558,20.7815,2.51285,8.43942,8.54222,8.9953,9.76012,12.7466,3.87992,4.33574,B
1.27242,7.81712,1.01505,6.81838,4.94372,5.63678,10.565,6.34066,1.66932,3.87935,NB
13.6877,6.70414,2.48715,6.89717,6.34037,8.66522,10.1574,7.86568,2.54381,7.29112,B
5.30783,6.10719,1.37665,20.7679,5.04176,5.95763,12.8718,7.75966,1.853,8.88402,B
2.3449,4.90456,2.35867,2.18446,5.56249,4.21027,0.770077,3.00519,1.72134,4.32903,NB
1.10883,0.266766,1.6116,0.69473,0.405012,0.466269,0.292699,0.742122,3.3614,1.68463,NB
3.58097,8.60211,2.82489,5.57933,7.80613,10.004,11.1121,8.0981,2.5942,4.07622,NB
8.87062,4.8171,7.98459,2.80518,5.81803,6.04303,8.25481,4.93389,2.89978,4.98454,B
0.981585,0.356417,4.62922,0.797388,0.691092,0.73172,0.313606,0.844062,1.70021,2.13208,B
14.9419,3.58822,4.66594,6.53667,5.93375,8.24743,11.3247,6.99715,2.39264,12.1258,B
1.36331,4.77336,2.24303,5.37162,5.4307,4.94892,2.26493,4.0042,2.05455,2.76074,NB
4.34442,3.22087,1.33811,7.8378,2.96688,4.00484,5.29994,4.59137,1.64819,4.34917,NB
5.54414,1.34695,5.33774,1.64252,2.24043,4.20566,4.50547,2.49141,4.02458,2.60637,NB
0.618035,0.10933,0.739721,0.510901,0.191256,0.325465,0.205586,0.358828,4.64387,1.08282,NB
6.28941,15.96,1.20044,6.75392,12.5393,11.4952,2.26842,6.67502,3.40204,20.3811,NB
9.1251,5.34188,5.91777,9.29888,6.54448,7.74422,11.4362,7.63326,2.23173,5.83245,B
1.25425,2.78136,4.37409,1.5709,5.52231,3.86173,0.724779,2.49141,3.04769,2.41173,NB
3.09017,1.51095,2.66153,1.31068,1.77273,3.00305,4.00719,2.26714,1.70996,1.89493,NB
1.90864,2.01824,1.18025,4.41189,4.2237,2.97766,0.703871,1.70443,3.12246,2.32224,NB
10.1976,17.6153,2.73311,6.32181,11.305,5.62755,1.30321,7.99616,2.28049,4.99125,B
0.43626,0.662542,9.62739,2.90068,2.14239,1.06642,0.505254,1.59434,5.61751,3.17239,B
6.52572,12.1029,6.06278,8.0455,6.51395,9.68317,13.4711,10.0717,4.65688,5.29999,NB
7.14376,2.51241,6.10683,4.20897,3.57761,2.13284,0.714325,2.58112,2.68685,4.29547,B
0.599857,0.249273,0.750735,0.553874,0.316617,0.450111,0.153319,0.485234,3.74013,1.08282,B
2.45396,4.56782,5.55434,13.3813,8.83473,5.79836,2.51233,4.61991,2.69985,6.45887,NB
1.59962,0.2449,0.980177,0.458379,0.319831,0.498585,0.202102,0.456691,2.13745,1.11861,B
1.25425,3.5926,3.99229,1.80248,2.43007,4.36262,8.26178,4.16322,2.72586,4.53038,B
0.563502,0.306125,0.748899,0.692343,0.385726,0.403946,0.236947,0.432225,5.94097,1.11414,NB
2.9084,5.93445,3.8271,8.2532,3.51332,5.8376,13.6941,6.92375,1.9554,5.98234,B
2.0177,5.95632,1.69604,9.07446,3.30599,7.91042,15.6002,8.15111,4.20663,3.74288,B
8.92515,4.18517,4.53745,19.2352,5.58178,4.31414,4.48805,5.47213,2.94529,8.48132,B
1.16336,2.72451,2.65786,2.91023,1.42558,3.29389,6.93766,3.75954,2.43653,2.53254,B
2.92658,2.38778,2.21733,1.22473,3.9119,3.20849,0.540099,2.51995,1.27109,1.78754,NB
7.23464,3.95776,6.91814,2.19401,4.75568,4.15718,1.32411,3.19683,2.86402,2.99564,B
8.36165,3.55542,3.58848,3.09406,5.33266,3.49009,1.23003,3.31101,4.23264,3.47889,B
5.63502,30.1074,2.34031,10.4066,21.7067,18.1153,10.457,19.1035,2.54543,7.21729,NB
3.25377,7.80181,1.94383,14.2312,6.58145,6.86939,9.01095,7.29889,2.44628,7.67368,B
9.27052,4.56564,2.26322,1.39185,4.86497,4.37647,0.89552,4.46089,1.64332,2.21933,B
3.6355,13.4695,1.47027,6.80645,5.70875,12.9955,21.3984,12.0778,1.78636,5.19707,NB
0.127242,2.60425,3.56278,12.0229,1.76952,4.86351,6.61012,3.64945,1.78636,3.38716,NB
3.01746,0.312685,1.20778,0.761577,0.525552,0.87714,0.470409,0.742122,4.50734,1.46762,NB
11.3428,2.18442,6.61528,1.85739,2.58758,3.30313,4.82605,3.8574,2.19759,3.25293,B
3.87181,0.938055,6.44824,1.59478,1.67952,1.60886,0.595852,1.90424,2.48854,3.00236,B
7.14376,7.29671,2.28341,10.4042,4.21566,6.61318,12.1122,8.53033,2.19597,5.35816,NB
2.61756,0.264579,2.52019,2.36829,0.638055,1.48191,0.871128,1.17027,17.9318,3.67576,NB
5.52596,0.745633,1.99339,1.63297,2.48633,1.42651,0.400719,1.66774,1.85787,3.7742,B
1.47238,10.7647,1.6061,10.261,6.97361,10.7427,16.0253,10.0105,2.07893,6.20159,B
4.30807,2.14506,7.5257,1.75712,4.12245,2.82762,0.784015,1.93278,3.85554,3.08513,NB
7.59819,2.17349,10.8278,1.76667,3.40243,4.52651,7.08401,3.53527,4.192,3.1433,B
8.25258,8.04671,5.34325,12.8346,6.80485,10.0363,13.7952,9.89632,2.48692,8.31129,B
6.32577,1.81488,11.2427,2.42559,2.73223,4.73425,7.61366,4.09798,3.58084,3.33347,B
1.50873,0.553212,2.25037,0.845136,0.925742,0.920997,0.271792,0.913381,2.94692,1.6645,B
10.034,7.34481,2.14941,6.53667,5.67821,8.62137,15.52,10.455,1.80261,4.84136,B
16.1961,32.388,1.71806,17.6834,14.9951,11.1951,13.5931,20.8324,2.32112,7.67368,B
9.17964,1.03864,4.29883,1.32978,1.7213,1.75428,0.67948,1.93278,7.22994,1.73161,B
0.981585,0.37391,1.7456,0.732928,0.904849,0.927922,0.334513,0.7462,3.12409,1.59962,NB
11.27,5.11229,2.80654,6.36955,3.34617,6.32233,8.27572,5.95329,2.39264,3.89054,B
4.30807,4.57876,3.37372,6.42924,3.53582,4.19181,5.40448,4.97466,2.91929,3.2932,NB
0.745277,1.08237,7.10536,1.60433,2.88169,1.81891,0.623728,1.76968,3.13872,2.81443,NB
0.672567,0.371723,3.12225,0.680406,0.732879,0.745569,0.299668,0.839984,1.62219,1.8569,NB
1.63597,5.15383,1.63913,7.64442,4.02762,5.63909,8.90641,6.13678,1.76522,5.51252,B
0.981585,0.25802,0.930617,0.816487,0.380904,0.547059,0.282245,0.664648,6.50825,1.71371,NB
2.78116,7.32513,3.82893,4.06334,8.87813,5.06202,1.59591,5.19893,2.92416,4.15005,NB
1.127,1.1261,1.84288,6.36478,1.59916,1.10104,0.428595,1.29667,1.31823,3.06276,B
32.7922,20.3704,4.93392,10.674,13.8315,16.4995,22.4124,19.1321,2.03017,8.26655,B
2.85387,4.04085,8.50037,3.4259,3.27224,6.26001,10.9553,6.39774,4.1985,4.07622,NB
3.03564,0.7347,8.50404,1.18176,1.46897,1.38727,0.449502,1.59026,2.50805,2.7227,NB
3.52643,0.430762,1.61344,0.91437,0.678235,0.865599,0.494801,0.86445,3.46543,1.68016,B
13.1423,4.68153,5.81865,2.8577,6.64735,5.84452,4.15354,4.96243,3.16798,3.36031,NB
2.59938,1.62684,8.83628,1.44437,4.40853,3.05845,0.864159,2.21006,3.67999,2.71823,NB
4.68979,5.46215,10.3836,11.7221,4.27995,8.42055,14.5722,9.2806,2.66572,5.43198,B
15.2327,13.3755,2.46329,4.15883,11.6329,14.2928,14.6454,11.8862,2.25611,3.37821,B
7.70726,7.48476,4.10243,14.7588,6.62645,8.50134,14.5687,10.2307,2.51618,14.193,NB
9.67043,40.6884,2.01175,9.39437,24.1079,25.0493,18.907,26.8877,2.23173,9.67153,NB
0.563502,0.111517,0.708517,0.883334,0.276437,0.367014,0.236947,0.403682,9.71036,1.23942,NB
20.9041,21.3435,3.01395,14.8114,10.5512,25.0701,37.2878,24.6368,1.99279,6.0159,NB
4.90792,1.25511,2.66704,4.76523,2.13114,1.32033,0.57146,2.33238,2.66409,3.1612,B
1.07247,0.205541,0.567181,0.53,0.273223,0.475502,0.289214,0.358828,3.3549,0.977668,NB
2.14494,7.30327,4.22174,2.23221,9.14653,6.08227,0.951272,4.11837,2.95179,4.16795,NB
8.54342,6.4811,4.66777,2.40649,6.10572,5.20744,1.51576,3.89818,2.68847,2.90616,NB
19.1409,39.7481,1.93649,18.1489,17.6936,20.382,29.9912,29.8602,2.28049,7.97347,B
1.07247,2.3506,1.89978,4.53365,1.75505,3.60089,7.39065,3.80847,1.81236,3.07842,B
