f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,class
10.6157,1.96795,6.38583,1.99824,2.88009,3.60551,2.60293,3.3844,2.49505,2.89497,B
26.939,10.7953,7.5826,8.27708,8.54705,17.8036,27.1025,16.4898,2.43165,5.84363,B
5.87133,0.824351,9.51359,1.24383,2.18739,2.09821,0.766593,1.72074,2.60883,2.72942,B
14.7419,1.90672,15.3249,7.87838,5.19927,2.45368,0.919911,3.23353,3.4313,5.26195,B
7.58002,2.85571,2.00257,9.03388,4.28799,2.8484,1.14989,2.90325,2.58932,4.73621,B
1.79957,1.96795,6.26836,10.2204,3.14688,2.45599,1.15337,2.63413,2.98593,4.47893,B
2.83569,5.73766,1.86674,6.70617,4.35067,5.97148,10.5232,7.24996,2.06756,4.18137,B
32.5377,16.03,7.87078,8.09325,7.04111,16.6218,19.2972,16.0616,2.71611,6.55955,B
0.890697,2.68515,2.4688,3.35189,4.34906,3.50394,0.982632,2.44656,1.63194,4.06056,NB
12.2335,51.3437,1.76212,6.23347,11.2487,41.2556,46.6263,40.7882,3.46381,4.72278,NB
2.09041,1.72086,2.46329,4.2018,4.00351,2.8484,0.724779,2.55257,2.5113,3.35584,NB
2.0177,5.26098,2.92401,3.33518,3.19831,4.23336,10.2723,5.59854,1.93427,6.53717,NB
5.05334,0.50948,2.94604,3.52617,1.00932,0.916381,0.341482,1.12949,2.21222,2.23051,NB
14.6692,18.1357,1.47394,14.8352,19.4711,12.8109,8.6834,12.0778,2.47554,25.7773,NB
6.43483,9.30401,1.32342,14.4389,8.16132,9.47542,15.4434,9.30099,2.13257,7.51931,NB
2.78116,17.0402,1.40235,13.8397,8.17096,16.4441,28.3918,16.0943,2.64134,9.53282,B
4.30807,1.01021,2.90382,5.38117,2.34168,1.17029,0.435564,1.77375,4.01483,3.85698,NB
14.4148,17.5104,4.14648,12.0778,11.6586,25.0054,40.8315,24.2984,2.36989,8.06744,B
1.19971,2.38559,2.43759,1.23428,4.14334,3.92636,0.867643,1.9654,2.28699,1.88822,NB
1.70868,7.93082,1.07379,13.4076,5.80518,6.62933,10.5685,7.75558,1.84487,7.70277,NB
8.43436,5.48182,6.10316,5.0923,4.67693,7.3172,16.9522,7.1888,2.52755,4.80556,B
4.7625,0.428575,4.6898,0.897658,0.959493,1.27878,0.508739,1.20289,2.40077,1.89269,B
6.3803,9.21218,2.58811,9.31559,4.23495,8.34668,16.9312,9.32138,1.98466,4.54157,B
10.9247,31.7561,2.81755,9.71428,23.7527,14.6598,7.38717,17.6968,2.11469,9.78339,NB
2.36307,4.15674,1.51065,9.47077,2.63579,5.43827,13.1505,7.29074,1.41738,5.16575,B
1.59962,6.24714,4.50074,2.60225,7.25647,4.78965,1.16731,4.36303,2.83476,3.43862,NB
2.19948,6.13343,2.66153,11.7101,4.96783,5.24207,8.67295,6.51599,2.84777,5.04047,B
1.21789,0.50292,4.22541,0.802163,1.23432,1.48652,0.550553,1.03571,2.29024,1.79873,NB
10.5429,6.56638,6.21513,2.93171,8.46669,5.25361,3.09773,5.39058,4.0766,3.9487,NB
4.81704,2.20629,5.47357,2.55928,3.32207,5.50059,8.44994,4.69331,2.12932,3.31109,NB
1.4542,2.31562,3.12959,1.36559,4.14334,3.40238,0.773562,2.34054,3.29476,2.13655,B
10.0522,1.68369,7.63033,1.62104,2.94116,1.7889,0.714325,2.35685,3.29801,2.66901,B
3.43555,10.7559,1.96402,8.52775,7.20022,4.70886,4.52638,7.66995,2.17158,3.81447,B
5.52596,8.00736,1.19861,21.9497,8.32686,8.0166,11.2341,8.82391,2.53568,12.2891,B
0.58168,0.301752,1.07562,0.644595,0.372868,0.473194,0.223009,0.611639,4.22289,1.28864,NB
5.18059,1.01459,3.44714,1.51599,2.22275,1.51653,0.512223,1.83492,1.65307,2.46095,NB
0.472615,0.188048,1.31792,0.720991,0.319831,0.498585,0.236947,0.54232,4.18062,1.44301,NB
3.54461,2.25439,1.53451,5.81568,2.46704,2.71683,4.38352,3.37217,2.17809,2.6444,B
12.6697,4.12175,6.24817,10.2467,6.46091,7.46723,12.1714,8.31421,2.77137,7.47904,NB
1.2906,1.55249,4.5815,5.48622,1.68594,2.82531,4.57865,2.82985,2.48692,3.09185,NB
4.83521,1.49783,4.19971,4.39041,2.12631,2.71221,1.87467,2.34869,2.57307,3.53482,NB
6.50754,4.56126,4.1061,10.9963,5.21694,5.6437,7.81228,5.72902,2.30975,6.94659,B
0.036355,0.384843,1.36013,1.20324,0.618769,0.715562,0.487832,1.0561,7.58592,1.87032,B
14.4693,12.5905,5.52313,10.6907,6.95914,11.0104,21.5343,14.1819,2.7096,10.2107,B
9.48865,1.36444,7.71476,1.76428,2.02988,2.52755,2.1813,2.65044,3.57109,2.63545,B
0.0545325,0.159622,1.50881,0.465541,0.281259,0.325465,0.13938,0.32213,2.00904,1.12532,NB
2.7448,4.98984,0.930617,5.46712,3.55029,4.51035,8.99701,5.62708,1.90989,3.18805,B
13.415,11.6043,1.23532,14.4127,16.3885,11.6452,4.21626,8.97886,1.83999,22.2045,NB
9.39777,6.48329,7.88547,4.91802,5.33266,6.90633,9.28622,7.64141,3.65561,6.50809,NB
11.2337,6.40895,5.28635,4.27581,5.24266,7.10714,12.3038,8.63634,3.08996,3.6422,B
2.16312,1.74054,4.3594,2.62613,3.23206,5.12204,5.89579,2.69529,2.76975,3.16344,B
3.96269,0.463561,3.85279,0.990766,0.998066,1.07103,0.42511,1.10503,2.53243,2.12536,NB
15.6326,1.31196,19.4181,2.06509,3.14367,3.03537,1.87815,2.75238,4.20013,3.95318,NB
8.94333,16.4761,1.44457,7.16933,14.7508,14.489,11.9275,12.9545,1.91639,12.8461,B
2.27219,6.25807,1.51982,6.66559,8.08739,7.76962,8.95868,6.03484,2.61533,4.93532,NB
1.21789,2.44463,8.2489,1.8932,2.51526,4.09024,6.1188,3.63314,2.82176,3.00012,NB
2.03588,6.95997,2.12188,7.36987,6.49788,5.40134,1.22306,3.62906,1.99766,3.95765,B
1.92681,0.327991,4.58334,0.806937,0.832525,0.897915,0.351936,0.994933,1.77335,1.92849,NB
5.36236,0.763126,9.22908,1.44676,1.64576,1.21415,0.53313,1.55356,2.6836,3.20147,B
3.50826,4.23546,2.44494,6.14514,5.66374,6.6478,5.88534,5.17039,2.76812,3.86816,B
4.61708,0.332364,2.67988,0.551487,0.552874,0.692479,0.296184,0.909303,1.00777,1.82334,B
1.87228,0.784992,1.62996,3.21581,1.0286,0.881757,0.599336,1.07648,7.68669,2.32895,NB
4.05358,0.74782,4.80727,1.22712,1.34683,1.2557,0.561006,1.45978,1.88388,2.13655,B
0.490792,0.25146,0.671807,0.775901,0.364833,0.376247,0.2474,0.481156,6.41885,1.25956,NB
7.56184,2.46212,1.1674,13.9209,3.9103,2.41214,0.728263,3.0215,1.83999,4.87715,B
7.74361,1.54593,2.3348,1.5327,2.11024,3.25465,4.57168,2.19375,3.13547,2.03588,NB
2.25401,1.72305,1.8337,5.77271,2.88652,1.8997,0.547068,1.86754,1.5718,2.79429,NB
0.490792,0.150876,0.455213,0.458379,0.225007,0.281608,0.142865,0.358828,3.94006,0.997803,NB
5.34418,0.948988,2.07416,1.93856,1.76952,1.51653,0.452987,1.48832,1.46452,2.17011,NB
19.7408,25.4062,3.46366,15.444,16.6634,26.2565,41.1521,25.2974,1.88876,7.53274,B
12.8697,3.80032,1.52166,2.54734,5.09641,6.00379,4.75287,3.7677,2.44791,3.63102,B
0.690745,1.48252,4.79075,1.03374,1.72291,1.4519,0.526161,1.26813,2.19759,2.35132,NB
0.927052,0.520413,2.634,0.771127,0.729665,0.685554,0.292699,0.892993,2.09356,1.69358,NB
2.23583,1.96139,10.0606,3.48081,5.45802,2.50216,0.567975,2.51995,2.82664,4.76753,NB
6.9438,9.39366,3.81608,1.90036,6.30019,4.45264,1.65863,6.27134,2.74049,2.39159,B
0.545325,1.04301,7.28158,8.52775,3.64672,6.16768,4.10476,4.13876,33.9895,9.58427,B
1.10883,1.52625,2.44677,1.49212,3.33492,2.80916,0.829314,1.98987,3.44268,2.18129,NB
2.76298,0.428575,2.86344,0.713829,0.88717,1.00871,0.435564,0.84814,3.23787,1.80544,NB
4.61708,0.719394,11.0775,1.22473,1.48505,0.976396,0.46344,1.5658,3.36303,2.91958,NB
1.32696,1.1261,6.75294,3.15613,2.34489,1.66887,0.613274,1.76968,3.31589,3.38492,NB
18.4683,24.5315,4.35573,22.7447,12.0363,12.55,14.3562,15.5112,3.79377,10.0116,B
3.76274,8.00298,4.5503,4.8655,6.85628,7.85271,10.3002,7.14394,4.60486,6.34925,NB
3.21742,5.83387,6.28121,3.56198,13.105,8.45517,3.5333,5.97367,3.49957,4.82122,NB
3.72639,1.19389,5.82049,1.35365,1.81291,2.13514,0.874613,1.66366,3.68324,3.4856,B
0.472615,0.218661,0.71586,0.706667,0.340725,0.373939,0.264823,0.481156,5.32818,1.18573,NB
4.01723,4.07146,1.97504,7.34361,6.6586,5.71757,1.71786,3.75546,2.27236,7.28441,B
2.12677,3.41767,3.97394,1.74041,3.70618,1.65503,0.487832,2.46694,8.54492,2.2775,NB
1.10883,2.85352,1.1931,5.78942,4.68496,4.36031,1.11504,2.96441,1.80749,4.98901,NB
5.70773,9.65168,1.82269,28.4457,9.49207,9.56314,16.7326,11.0951,2.13257,18.7099,NB
1.38149,0.459188,3.75,0.826036,0.874312,0.697096,0.299668,0.929691,1.91639,1.93744,NB
17.1959,31.3341,1.2243,19.8273,15.1687,20.0126,43.2463,26.0721,1.91802,10.8326,B
15.0328,3.58166,3.37188,9.80739,7.42844,3.57319,1.04535,3.39664,2.73399,10.9624,B
4.10811,4.38196,2.14574,4.80581,4.39888,5.7268,12.7394,5.54145,1.86275,6.81906,NB
22.5037,10.8325,1.54369,16.5422,16.1828,10.925,8.19209,10.1369,2.37639,23.7459,B
0.43626,0.249273,1.10683,0.713829,0.4693,0.579374,0.226493,0.640182,2.68522,1.42959,NB
14.5784,11.3507,5.18906,10.0032,10.3632,8.23127,9.81239,10.4305,2.88027,4.9823,NB
0.854342,0.795925,2.74596,1.37752,1.66023,1.54884,0.602821,1.31706,7.04464,1.96652,NB
2.94475,0.529159,2.38069,0.747253,1.05593,0.923305,0.28573,1.11726,1.22558,1.93967,NB
2.70845,3.96432,3.0837,1.29635,2.21792,3.8548,7.56836,4.0939,2.05455,2.26407,B
6.88927,8.61742,2.23752,8.07176,5.86304,9.66008,13.8718,8.90546,2.10332,4.40286,B
4.54437,0.424202,1.83554,0.821262,0.604304,1.21415,1.05232,0.868527,4.08472,1.48104,NB
12.4334,6.23183,5.57453,5.42176,7.85756,9.08994,14.3492,8.11033,3.43617,5.67808,B
2.54485,7.20487,5.14685,8.65667,3.1951,8.02352,18.6665,9.89224,2.38777,4.56394,B
5.9804,0.321431,3.4967,1.0791,0.768238,0.641697,0.306637,0.96639,4.42119,2.34238,B
8.19805,6.59262,6.37482,2.33487,4.558,4.49881,1.85376,3.99604,3.91405,2.85246,B
12.797,3.54449,13.203,3.20626,4.13691,4.90737,5.2198,5.17039,3.60197,4.47669,B
0.708922,0.172742,0.948973,0.854685,0.369654,0.475502,0.268307,0.538242,6.98125,1.47433,NB
8.41618,6.81565,2.9699,8.30334,5.15909,7.53417,7.98999,6.85036,1.97328,4.83912,B
2.30854,2.33967,1.64464,7.74708,3.28992,3.86865,5.93064,3.66983,1.57992,3.53705,B
25.3576,20.412,7.55874,8.7641,20.0561,8.55212,6.76692,13.2196,2.60883,5.17694,B
1.72686,0.603504,1.42988,2.74311,1.18611,0.805584,0.376327,1.12542,2.84939,2.27526,NB
3.70821,4.29887,1.55654,4.78194,7.20826,6.09612,1.47046,3.58013,3.50607,8.87507,NB
0.999762,4.62467,3.42878,5.18302,4.15781,5.73834,7.71123,5.42728,3.48006,6.08525,B
1.69051,3.25149,2.26138,1.6091,4.3346,4.64423,1.25442,2.59743,2.17321,2.21709,NB
1.74504,9.79381,0.954479,5.36446,5.28284,10.0686,11.3665,8.77906,1.89526,2.55491,NB
3.56279,0.929308,2.33297,1.09104,1.48183,1.24185,0.484347,1.39454,2.38777,2.11865,B
7.39824,5.07949,3.98862,2.5736,5.68303,5.75681,6.9063,6.45075,2.93717,3.18805,B
10.0522,4.00149,6.72541,15.8141,4.81675,3.56165,2.06632,3.8574,2.46254,5.79665,B
1.21789,3.28647,1.26652,9.79307,2.58436,3.39546,5.61355,4.17953,1.61243,3.66681,NB
5.68956,0.848404,3.07085,2.13433,1.93345,2.24363,1.1255,1.61473,2.56006,2.54149,B
4.70797,11.1911,3.47467,5.70825,11.8418,10.9319,6.65542,8.14295,3.35653,8.60437,NB
1.05429,1.01021,5.72871,1.98392,1.60076,1.34341,0.494801,1.60657,3.09321,2.91287,NB
0.399905,1.45191,3.62519,5.09946,2.80134,1.59501,0.634181,2.0755,2.4918,3.59075,B
1.56326,1.02552,1.15455,1.08865,1.80648,1.38265,0.386781,1.08464,2.1277,1.39155,NB
7.58002,8.74643,7.221,3.82937,11.7405,8.67215,4.82953,8.45693,3.09483,4.96888,NB
12.8878,4.45849,5.22577,4.51694,3.53582,12.6931,22.2451,8.15927,3.87504,3.99345,B
5.58049,0.944614,8.28194,1.29158,2.18739,1.86739,0.770077,1.67181,2.83151,2.4341,NB
17.1777,0.75438,7.19898,1.54225,1.50112,1.19337,0.508739,1.88385,2.7096,3.04039,B
7.87086,2.18223,11.0224,1.8741,4.08387,2.5991,2.10465,3.56382,2.36664,3.79433,B
1.127,0.478867,6.37482,0.85946,1.25522,1.17029,0.442533,0.96639,2.23985,2.09628,B
5.41689,3.00221,2.58811,14.2002,3.03438,2.60141,4.54032,4.26109,2.60395,4.74516,B
4.9261,4.34698,5.18906,16.1387,3.36225,5.91146,10.7044,6.39774,2.78112,5.82126,B
0.618035,0.37391,1.59875,0.978829,0.626805,0.727103,0.379812,0.709501,3.706,1.57724,B
3.01746,1.34476,3.41593,2.22027,2.04917,1.65733,0.487832,1.67997,4.36918,2.44529,NB
18.3956,8.00954,9.03084,5.39789,9.70583,9.20997,6.42892,7.06239,2.26911,5.23287,B
5.28965,10.7319,1.67401,2.29906,9.42297,14.6321,13.4432,9.83108,2.54381,4.71383,NB
1.41784,0.640676,8.66006,2.29189,1.78559,1.26724,0.46344,1.65958,2.69823,4.7899,NB
1.67233,3.16621,1.24266,4.13257,4.36995,4.70193,3.94447,4.1673,1.92777,5.94878,B
2.61756,2.33092,2.03745,8.47045,5.17676,2.85994,0.794469,2.81354,2.68035,6.6893,NB
11.2155,1.17202,8.99964,6.6059,3.14367,1.16798,0.512223,2.34462,2.6836,3.9487,B
2.29036,7.09554,2.29075,2.49482,5.35034,8.89836,14.0077,7.36821,2.16021,3.29096,NB
8.96151,0.828724,20.0349,2.1391,2.69848,2.68682,1.67257,2.33238,4.32529,4.23731,B
2.0177,2.58894,5.52497,1.65924,3.15813,4.82889,2.67611,2.89917,1.70346,2.3737,NB
1.03612,0.804671,2.43576,1.82635,1.027,0.934847,0.421626,1.28036,6.7992,2.34014,NB
1.41784,3.72379,2.92768,2.36113,7.22272,5.38749,1.51228,3.69838,2.28374,3.16567,NB
1.34513,1.63558,1.27019,3.96307,2.96848,1.83045,0.512223,1.68812,1.64332,3.1433,NB
0.58168,0.229594,2.4119,0.613559,0.470907,0.646314,0.289214,0.509699,2.76324,1.46091,NB
0.618035,0.205541,0.558003,0.53955,0.303759,0.378555,0.17771,0.403682,4.66663,1.01346,NB
4.30807,0.188048,1.29956,0.713829,0.323046,0.49166,0.226493,0.656493,5.05836,1.63989,B
3.25377,1.95483,2.71476,0.828424,0.74413,3.03306,7.69032,3.01742,1.74735,1.79649,B
13.3241,2.25877,13.5591,3.58586,5.30695,3.65398,1.50531,3.64129,4.12861,5.19707,NB
1.19971,1.36444,3.5848,1.3059,2.84955,2.00588,0.606305,1.6188,2.26098,2.29316,NB
1.99952,1.01896,3.93356,1.03613,1.2295,2.56217,2.01405,1.6922,1.72134,2.10299,B
0.963407,0.47668,3.92254,1.00509,0.871098,1.29032,0.846736,1.2926,2.06431,2.0672,NB
0.854342,0.461374,5.89207,1.05284,0.946636,0.93023,0.418141,1.13765,2.18459,2.44305,NB
3.45372,0.253646,7.02827,0.880946,0.621983,0.893298,0.623728,0.791053,2.44466,2.89273,B
7.72544,3.29084,1.83921,4.03469,5.08676,3.54088,0.7875,2.70752,2.38127,3.2216,NB
0.65439,0.297379,1.82269,0.563424,0.599483,0.593224,0.243916,0.570863,2.13908,1.3043,NB
6.03493,4.57657,7.33664,2.8577,6.02375,5.90223,6.31742,5.66378,2.82338,4.83241,B
5.68956,1.31196,2.73679,2.91261,2.74348,2.41214,1.94784,2.16112,3.27526,2.99788,NB
12.8697,9.92938,10.8535,6.18572,9.59493,10.0963,15.9103,11.3194,2.78437,6.27765,NB
1.09065,1.6006,3.92621,1.11491,1.19897,1.99203,3.81206,2.23452,1.80749,2.02916,NB
12.2516,8.56713,4.91557,13.8445,11.3982,9.09456,6.6589,7.91053,2.95667,14.891,B
14.3784,0.977413,5.70852,1.07671,1.66184,2.91072,3.71797,2.42209,2.41215,2.55715,B
0.672567,0.264579,0.792952,0.646982,0.371261,0.410871,0.2474,0.579018,4.50084,1.2081,B
3.27195,5.59334,2.00441,9.27739,2.72098,4.22181,9.56499,6.30804,2.16346,6.59087,B
1.09065,0.627556,4.73201,2.33487,1.42397,0.960238,0.334513,0.868527,2.4349,2.85694,B
52.7693,31.0214,7.78635,9.6355,14.6174,28.0708,42.7027,29.8602,2.18296,8.52383,NB
1.30878,8.61305,1.35463,10.3732,3.65636,7.71422,9.44303,8.72197,2.56494,4.28429,NB
0.545325,0.345484,2.21733,0.766352,0.634841,0.925614,0.386781,0.782898,2.69172,1.839,NB
1.98135,2.10133,4.33187,1.21757,3.88298,4.87505,1.72135,2.785,1.55717,2.42068,NB
1.58144,0.404522,2.3036,0.563424,0.842168,0.775577,0.28573,0.803286,1.55229,1.29088,B
1.76322,2.15599,3.54626,1.51599,3.53743,2.85071,0.815376,2.24268,3.07858,2.02021,NB
10.7429,3.17277,3.07269,7.85928,2.46383,3.35622,6.08744,4.79117,2.32438,3.63549,B
16.3779,2.60425,5.78745,8.47284,2.369,3.63321,6.9063,4.91758,2.68685,3.75406,B
2.12677,0.35423,5.10279,0.642208,1.12503,1.1172,0.404203,0.994933,1.65957,2.06048,B
0.381727,0.203354,3.38106,0.575361,0.310188,0.408563,0.223009,0.448535,3.59059,2.02245,NB
12.2698,9.46145,2.40455,10.5332,10.0546,7.66805,4.68667,8.92585,2.2236,7.03384,B
12.9606,3.27335,12.8231,3.02005,5.19123,3.62167,2.15343,4.32225,4.78529,5.37382,B
10.0703,3.76315,3.15712,5.9637,3.02956,4.7204,9.0667,5.59446,1.9424,3.18133,NB
15.0691,3.7544,2.49266,11.7555,4.18352,3.93097,6.47771,6.69133,1.51653,6.2083,B
8.27076,0.369537,6.81902,0.933469,0.810025,0.662472,0.282245,1.25998,2.48854,3.44533,B
1.32696,1.67057,3.6362,2.9532,3.8878,2.69144,0.742201,1.93278,3.46543,3.99121,NB
7.61637,2.94755,10.591,10.9056,5.83571,3.96791,1.89906,3.60052,2.70798,6.77208,B
16.1961,0.725954,25.7232,2.54973,3.95208,4.16411,1.80846,2.09996,5.46797,4.37378,B
6.34395,2.906,4.30066,5.26658,6.06876,4.21258,1.05581,3.38848,2.47229,4.27758,B
0.50897,0.35423,1.73642,0.730541,0.562517,0.67863,0.264823,0.685036,2.81688,1.43854,NB
1.76322,0.662542,2.61931,1.94811,1.22147,2.04974,2.26145,1.60657,2.23335,1.98889,B
4.47166,3.46359,3.5022,2.99856,1.88202,5.32516,9.66952,5.17039,1.63356,2.37146,B
12.1426,1.31852,19.6549,2.37306,3.39117,1.8166,0.763108,2.65451,3.5142,5.65571,B
1.05429,2.96941,4.14831,2.98185,2.84473,5.20052,10.802,4.22846,2.84289,3.32004,B
1.59962,1.0124,2.90015,0.811712,1.58469,1.38496,0.327544,1.26813,1.70021,1.81663,NB
6.56208,3.1181,7.01359,1.87171,3.72868,2.97766,1.44956,3.24984,3.63123,3.01578,B
5.87133,2.51241,1.76212,7.48446,2.09899,3.10692,6.04911,3.20499,1.63194,3.72498,B
0.199952,0.0918375,0.800294,0.775901,0.247508,0.600149,0.320575,0.513777,8.46528,1.358,NB
1.8541,3.6407,3.71513,1.83829,4.36353,3.31697,0.721294,2.63005,2.7096,2.32895,NB
1.23607,0.271139,0.748899,1.11969,0.41787,0.570141,0.254369,0.64426,10.6027,1.54592,NB
0.854342,0.212101,0.721366,0.842748,0.374476,0.533209,0.261338,0.570863,7.35835,1.39155,NB
4.0354,18.9601,1.16373,13.2787,16.0092,13.201,2.04192,8.37946,2.09194,13.8171,NB
7.41642,2.04448,3.72798,2.31815,3.46028,3.65629,1.99314,2.80946,2.57144,2.48556,B
8.94333,4.84334,3.89868,6.48415,3.22242,6.04996,12.3596,8.20004,2.30812,5.00244,B
1.25425,0.99272,0.813143,2.32054,1.55094,0.99717,0.383296,1.0194,1.0354,2.1634,B
3.67185,8.96728,1.8594,6.30271,6.02375,9.42233,10.8996,7.49054,2.00741,6.00695,B
9.48865,4.35354,12.0356,3.25162,2.86884,5.14974,8.4604,6.96861,2.53893,3.89054,B
5.21694,3.25586,14.6164,1.94095,5.04498,2.29672,0.794469,2.97664,4.84218,4.85478,NB
8.37983,1.07581,6.39685,2.44469,2.17774,2.19978,0.780531,1.97356,2.36989,2.82338,B
9.17964,6.77192,2.74596,15.3915,6.78556,9.35308,18.5062,10.4386,2.41703,8.57081,B
7.21647,2.35279,6.57306,3.86996,2.63097,4.15718,6.60315,4.22846,2.81363,3.45204,B
13.8331,4.11519,1.07195,5.15676,3.53261,6.11459,9.04579,5.39058,1.81399,3.92857,B
16.3961,22.6336,2.17144,13.5938,11.1153,23.0803,44.5634,26.1659,2.0448,6.72286,B
3.69003,4.1305,3.37188,4.84162,3.78976,4.24721,4.78075,4.17546,2.8949,3.13435,NB
1.19971,0.603504,2.07783,0.69473,1.41915,1.50499,0.581914,1.06833,2.26423,1.36023,NB
4.23536,5.69393,2.94787,14.9498,7.27415,6.05458,7.50564,7.28666,1.87901,6.64903,B
3.59914,4.21797,4.35022,1.47302,2.22757,5.27669,11.7289,5.04806,2.71448,2.2238,NB
2.0177,8.2457,3.62702,3.1991,4.8714,10.4403,15.9695,9.47225,2.62833,4.59302,NB
1.79957,3.23837,2.14574,1.00748,1.61683,4.13179,9.07367,4.38341,2.0513,2.68691,NB
0.87252,0.343297,3.48018,0.744865,0.559303,0.581682,0.282245,0.958235,1.45802,2.1455,B
1.56326,4.09552,2.02276,3.15135,8.08578,5.73373,1.27533,3.17237,2.08381,7.02265,B
14.0876,5.58022,3.09655,2.4996,5.11408,7.15331,7.79485,5.77795,2.26423,2.9867,B
3.072,3.09186,2.0815,10.101,5.13016,3.40007,0.759624,2.38947,2.35038,8.59318,B
3.99905,3.20557,4.4108,6.60113,2.54901,3.90558,8.38374,4.89311,2.23335,4.84136,B
3.21742,5.90165,4.79993,1.88126,7.5088,5.42904,1.31715,4.22846,2.90628,2.91958,NB
0.399905,0.148689,0.605727,0.520451,0.268401,0.373939,0.174226,0.383294,4.92507,1.01123,NB
9.87038,10.2049,7.70191,11.512,6.42555,8.45517,11.8787,10.3652,3.88805,5.34249,B
6.50754,3.50513,4.029,2.78608,2.16971,4.97662,10.9414,6.1694,1.74897,2.76969,B
6.19853,4.75368,3.80323,7.94523,3.24492,5.29054,10.8752,5.62708,1.58155,4.83241,B
5.94404,0.397963,3.01212,1.00032,0.644484,0.59784,0.289214,0.9827,4.6585,2.2596,NB
1.03612,0.75438,2.06131,0.601622,1.37576,1.17491,0.369358,0.946002,1.34911,1.40721,NB
2.29036,3.43079,3.99596,2.52586,5.61071,3.11385,0.808407,3.38033,2.60233,3.07842,NB
1.69051,0.583824,8.86197,1.25815,1.43201,1.42651,0.780531,1.55356,3.04444,2.77863,NB
13.3968,8.87325,4.71182,9.98167,5.2732,10.5303,21.7503,11.2215,5.24854,6.66022,NB
0.58168,5.72672,2.62115,10.1918,5.15105,6.79784,14.0252,7.81267,2.68847,11.1615,B
1.70868,14.0511,2.18062,2.60942,7.38665,3.8548,0.843252,4.48128,3.75476,1.93744,NB
5.94404,3.2974,3.41226,3.97978,5.50945,7.25949,4.98982,4.68516,2.3325,4.02701,B
2.76298,1.34476,2.98091,1.69743,3.1967,2.20439,0.550553,1.81045,4.69264,2.30211,NB
4.88975,8.40532,4.22357,7.71127,4.81354,7.46262,17.8755,9.95341,2.20409,5.52147,NB
3.98087,3.52481,1.04626,8.08131,4.69621,2.96381,0.804922,2.59743,1.97003,4.06056,B
3.92634,0.529159,3.70962,0.857073,1.13628,1.11258,0.418141,0.9827,2.00091,1.87479,B
7.63455,5.96288,5.03488,7.95717,6.2584,5.26053,5.58916,5.17039,3.78564,5.8235,B
6.08946,9.07005,2.90198,2.3468,5.05462,9.023,10.7009,9.97787,2.63646,3.26411,NB
4.39895,6.13125,1.31057,4.9037,6.09769,8.21049,11.3525,6.38143,2.0448,6.48795,NB
5.52596,2.03573,3.05617,1.07432,3.97137,3.45316,0.839767,2.70344,1.71971,1.97323,B
9.72496,6.65822,2.40455,6.31703,4.14013,7.46492,11.6069,7.08278,2.55031,3.05381,B
1.41784,0.833097,0.701175,1.30829,1.90613,1.49345,0.372843,1.10095,1.96028,2.39607,NB
0.636212,0.214288,1.20411,0.458379,0.41787,0.427029,0.212555,0.680958,2.20084,1.22824,B
2.63574,0.419829,4.82379,0.857073,0.904849,2.47446,2.14297,1.24774,2.06268,2.0493,B
5.07152,3.69318,3.03965,11.4404,3.5969,4.05562,7.23036,4.51797,2.37151,8.34709,B
0.327195,0.253646,0.822321,0.854685,0.387333,0.496277,0.226493,0.554553,5.99299,1.53697,NB
0.763455,0.290819,2.39538,0.606397,0.432335,0.542442,0.219524,0.725812,1.49703,1.68016,NB
3.49008,0.610063,6.83921,1.16982,1.4979,1.19568,0.522677,1.53725,2.07731,2.52583,B
3.43555,0.338924,1.82269,0.830811,0.65252,0.49166,0.268307,0.697269,4.17412,1.51013,NB
1.41784,4.64435,3.93723,3.17523,6.01733,5.78451,2.15691,3.62906,1.99604,4.60645,NB
9.16146,8.14511,1.9989,16.2008,6.93021,8.4367,15.0287,10.247,2.87215,7.44101,NB
11.979,8.10138,5.37996,15.7424,6.03983,7.11869,12.3665,9.41924,4.53009,8.15469,B
26.9572,1.01459,15.8572,1.86216,2.91705,2.10514,2.3172,2.52811,2.86402,4.54828,B
1.19971,3.97088,1.54552,9.70951,4.20602,4.95584,6.40453,4.74224,1.55554,7.31573,NB
6.48937,1.33164,12.0228,1.93378,2.25007,2.24594,2.47749,2.59743,4.38218,3.20147,NB
13.3423,4.61811,4.05837,6.36478,6.85467,4.13872,1.38684,4.25293,2.97943,11.2421,B
20.7405,6.95341,8.67842,2.55689,7.67273,3.31467,0.829314,5.04806,3.35653,3.58627,B
9.74314,9.0941,2.4688,4.07289,6.21662,10.7819,16.9278,10.9402,2.04643,12.1683,B
0,0.0896509,1.26469,0.353334,0.244293,0.320849,0.14635,0.273199,1.72134,0.865806,NB
2.14494,1.9592,3.18282,4.22807,2.91384,1.8143,0.724779,2.40986,1.89689,3.11422,B
2.19948,3.22525,1.34912,7.18843,4.99837,3.67245,0.878097,2.81354,2.66247,4.92861,NB
8.34347,4.93955,3.97394,7.47253,2.67276,6.27155,12.0529,7.56394,2.64134,4.28429,B
9.19781,1.11298,12.5936,1.97198,2.03953,1.3411,0.567975,2.32423,2.94529,4.06951,NB
1.21789,0.533532,3.89317,1.12923,0.843776,0.872524,0.39375,1.11318,2.88678,2.44305,B
